t,XA2,XB2,XC2,XD2,XE2,YA2,YB2,YC2,YD2,YE2,
64.,0.68430734585254,0.28238829714516,3.2927785039274e-002,5.487289463064e-004,-1.7215698328738e-004,0.74977058507545,0.23205200331131,1.8038895010785e-002,1.5030564541805e-004,0.49952938110793,
65.,0.68314699367161,0.28336968041817,3.3087501143206e-002,5.5147390450138e-004,-1.5564913748193e-004,0.74878041543558,0.23294593075489,1.8133202143546e-002,1.5111428114778e-004,0.49755016825599,
66.,0.68197983189432,0.28435812037275,3.324852947228e-002,5.5424058387746e-004,-1.4072232322831e-004,0.74778281738581,0.2338465780158,1.8228318659214e-002,1.5192963795171e-004,0.49555599107285,
67.,0.68080559794473,0.28535369084765,3.3410906587274e-002,5.5702972514945e-004,-1.2722510480121e-004,0.74677763821926,0.23475406242703,1.8324269426674e-002,1.5275195914917e-004,0.4935465544064,
68.,0.67962404656203,0.28635646432369,3.3574667627097e-002,5.5984203768302e-004,-1.1502055050443e-004,0.74576473114732,0.23566849735,1.8421078357144e-002,1.5358147805133e-004,0.49152157396212,
69.,0.67843494788338,0.28736651226839,3.3739846488819e-002,5.6267820307786e-004,-1.0398484365733e-004,0.74474395448232,0.23658999277619,1.8518768525402e-002,1.5441841912627e-004,0.48948077476161,
70.,0.67723808573417,0.28838390542399,3.3906475989995e-002,5.655388784246e-004,-9.4006026578618e-005,0.74371517091684,0.23751865585281,1.8617362279351e-002,1.5526299905901e-004,0.48742388978562,
71.,0.67603325610268,0.28940871404777,3.407458801512e-002,5.6842469926642e-004,-8.4982864836044e-005,0.74267824688759,0.23845459134234,1.8716881339139e-002,1.5611542771658e-004,0.48535065877839,
72.,0.67482026577835,0.29044100811177,3.424421364784e-002,5.7133628229364e-004,-7.6823820251345e-005,0.74163305201353,0.2393979020248,1.8817346886865e-002,1.5697590902694e-004,0.48326082719284,
73.,0.67359893113552,0.29148085746853,3.4415383290406e-002,5.7427422779671e-004,-6.9446122248817e-005,0.74057945859885,0.24034868905007,1.8918779647859e-002,1.578446417803e-004,0.48115414525914,
74.,0.67236907704665,0.2925283319879,3.4588126771684e-002,5.7723912190074e-004,-6.277492813411e-005,0.73951734119287,0.24130705224696,1.9021199964385e-002,1.5872182035997e-004,0.47903036716117,
75.,0.67113053591059,0.29358350166969,3.4762473444906e-002,5.8023153860255e-004,-5.6742563787874e-005,0.73844657620003,0.24227309039453,1.9124627862545e-002,1.5960763540975e-004,0.47688925030755,
76.,0.6698831467835,0.29464643673571,3.4938452276234e-002,5.8325204162913e-004,-5.1287837075619e-005,0.73736704153358,0.24324690146054,1.9229083113086e-002,1.6050227444373e-004,0.47473055468551,
77.,0.66862675460107,0.29571720770473,3.5116091925081e-002,5.8630118613474e-004,-4.6355417010618e-005,0.73627861630801,0.24422858281136,1.9334585286729e-002,1.6140592240431e-004,0.47255404228752,
78.,0.66736120948223,0.29679588545284,3.5295420817052e-002,5.8937952025215e-004,-4.1895272376407e-005,0.73518118056529,0.24521823139681,1.944115380459e-002,1.6231876217322e-004,0.47035947660172,
79.,0.66608636610562,0.2978825412617,3.5476467210277e-002,5.9248758651214e-004,-3.7862164113012e-005,0.73407461503104,0.24621594391322,1.9548807984201e-002,1.6324097504019e-004,0.46814662215858,
80.,0.66480208315093,0.29897724685644,3.5659259255811e-002,5.9562592314399e-004,-3.4215186317957e-005,0.73295880089696,0.24722181694749,1.9657567081582e-002,1.6417274113346e-004,0.46591524412676,
81.,0.6635082227982,0.30008007443501,3.5843825052739e-002,5.987950652685e-004,-3.0917351209477e-005,0.73183361962661,0.24823594710433,1.9767450329767e-002,1.6511423981572e-004,0.46366510795269,
82.,0.66220465027907,0.30119109669025,3.6030192698523e-002,6.0199554599397e-004,-2.7935213840507e-005,0.73069895278153,0.24925843111899,1.9878476974177e-002,1.6606565004894e-004,0.46139597903831,
83.,0.66089123347438,0.30231038682584,3.6218390335105e-002,6.0522789742465e-004,-2.5238532754771e-005,0.72955468186569,0.25028936595705,1.9990666305137e-002,1.6702715073116e-004,0.45910762245278,
84.,0.65956784255327,0.30343801856708,3.6408446191199e-002,6.0849265159018e-004,-2.2799963146472e-005,0.72840068818584,0.25132884890292,2.0104037687861e-002,1.6799892100798e-004,0.45679980267405,
85.,0.6582343496496,0.30457406616732,3.6600388621186e-002,6.1179034130386e-004,-2.0594779408236e-005,0.72723685272616,0.25237697763847,2.0218610590166e-002,1.6898114056134e-004,0.45447228335697,
86.,0.65689062857167,0.30571860441067,3.6794246140956e-002,6.1512150095657e-004,-1.860062425367e-005,0.72606305603561,0.25343385031272,2.0334404608148e-002,1.6997398987771e-004,0.45212482712486,
87.,0.65553655454199,0.30687170861158,3.6990047461045e-002,6.1848666725307e-004,-1.6797281868648e-005,0.72487917812636,0.2544995656039,2.0451439490049e-002,1.7097765049795e-004,0.44975719538192,
88.,0.65417200396384,0.30803345461172,3.718782151733e-002,6.2188637989606e-004,-1.5166472791014e-005,0.7236850983824,0.25557422277448,2.0569735158497e-002,1.719923052506e-004,0.44736914814418,
89.,0.6527968542122,0.30920391877445,3.7387597499564e-002,6.2532118222349e-004,-1.3691668437109e-005,0.72248069547697,0.25665792172015,2.0689311731313e-002,1.7301813847033e-004,0.44496044388703,
90.,0.65141098344625,0.31038317797737,3.7589404877973e-002,6.2879162180372e-004,-1.2357923392893e-005,0.72126584729794,0.25775076301332,2.0810189541021e-002,1.7405533620306e-004,0.44253083940739,
91.,0.65001427044169,0.31157130960296,3.7793273428132e-002,6.3229825099294e-004,-1.1151723768855e-005,0.72004043088045,0.25885284794162,2.0932389153227e-002,1.7510408639919e-004,0.44008008969921,
92.,0.64860659444058,0.31276839152774,3.7999233254306e-002,6.3584162745861e-004,-1.0060850080828e-005,0.71880432234587,0.25996427854213,2.1055931383971e-002,1.7616457909626e-004,0.43760794784068,
93.,0.64718783501729,0.31397450210987,3.8207314811432e-002,6.3942231467253e-004,-9.0742532640398e-006,0.71755739684652,0.26108515763154,2.1180837316197e-002,1.7723700659202e-004,0.43511416489219,
94.,0.64575787195879,0.31518972017552,3.8417548925879e-002,6.4304088237673e-004,-8.1819425616672e-006,0.71629952851568,0.26221558883277,2.1307128315415e-002,1.7832156360916e-004,0.43259848980388,
95.,0.64431658515805,0.31641412500393,3.8629966815151e-002,6.4669790702508e-004,-7.374884154849e-006,0.7150305904222,0.26335567659828,2.1434826044673e-002,1.7941844745252e-004,0.43006066933179,
96.,0.64286385451931,0.31764779631136,3.8844600106624e-002,6.5039397220326e-004,-6.6449095001528e-006,0.7137504545295,0.26450552623037,2.156395247891e-002,1.805278581597e-004,0.42750044796206,
97.,0.64139955987409,0.31889081423388,3.9061480855457e-002,6.5412966902947e-004,-5.9846324472543e-006,0.71245899165835,0.26566524389876,2.169452991878e-002,1.8164999864585e-004,0.42491756784217,
98.,0.63992358090697,0.32014325930903,3.9280641561759e-002,6.57905596538e-004,-5.3873742959471e-006,0.71115607145332,0.26683493665563,2.1826581003996e-002,1.8278507484333e-004,0.42231176871885,
99.,0.63843579709039,0.32140521245649,3.9502115187107e-002,6.6172236204781e-004,-4.8470960319778e-006,0.70984156235241,0.26801471244822,2.1960128726285e-002,1.8393329583694e-004,0.41968278788206,
100.,0.63693608762743,0.3226767549576,3.9725935170506e-002,6.6558058151766e-004,-4.3583370521653e-006,0.70851533155975,0.26920468012924,2.2095196441984e-002,1.8509487399529e-004,0.41703036011453,
101.,0.63542433140229,0.32395796843374,3.9952135443842e-002,6.6948087988963e-004,-3.9161597607508e-006,0.7071772450211,0.27040494946519,2.223180788434e-002,1.862700250988e-004,0.41435421764647,
102.,0.63390040693741,0.32524893482373,4.0180750446913e-002,6.7342389142241e-004,-3.5160994706155e-006,0.70582716740195,0.27161563114269,2.2369987175574e-002,1.8745896846495e-004,0.41165409011523,
103.,0.63236419235703,0.32654973635996,4.04118151421e-002,6.7741026001567e-004,-3.1541191052232e-006,0.70446496206805,0.27283683677283,2.2509758838716e-002,1.8866192707114e-004,0.40892970452944,
104.,0.63081556535656,0.32786045554345,4.0645365028703e-002,6.8144063952691e-004,-2.8265682383057e-006,0.70309049106826,0.27406867889377,2.2651147809293e-002,1.898791276755e-004,0.40618078523752,
105.,0.62925440317734,0.32918117511761,4.0881436157028e-002,6.8551569408159e-004,-2.5301460563209e-006,0.70170361511959,0.27531127097153,2.2794179446865e-002,1.9111080093627e-004,0.40340705390025,
106.,0.6276805825864,0.33051197804085,4.1120065142237e-002,6.8963609837798e-004,-2.261867870381e-006,0.70030419359431,0.27656472739897,2.2938879546472e-002,1.9235718152982e-004,0.40060822946733,
107.,0.62609397986097,0.33185294745785,4.1361289178021e-002,6.938025379872e-004,-2.0190348340774e-006,0.6988920845091,0.27782916349317,2.3085274349994e-002,1.9361850826779e-004,0.39778402815767,
108.,0.62449447077736,0.33320416666944,4.1605146050115e-002,6.9801570964968e-004,-1.7992065637579e-006,0.69746714451611,0.27910469549102,2.3233390557474e-002,1.948950242136e-004,0.39493416344341,
109.,0.62288193060394,0.33456571910118,4.1851674149701e-002,7.0227632156852e-004,-1.6001763799291e-006,0.69602922889589,0.2803914405432,2.3383255338409e-002,1.9618697679864e-004,0.39205834603749,
110.,0.62125623409811,0.3359376882704,4.2100912486716e-002,7.0658509370066e-004,-1.4199489199461e-006,0.69457819155221,0.28168951670643,2.3534896343042e-002,1.9749461793821e-004,0.3891562838848,
111.,0.61961725550694,0.33732015775181,4.2352900703096e-002,7.1094275804635e-004,-1.2567198963874e-006,0.69311388500866,0.28299904293407,2.3688341713667e-002,1.9881820414773e-004,0.38622768215677,
112.,0.61796486857139,0.33871321114149,4.260767908598e-002,7.153500589376e-004,-1.1088577937666e-006,0.69163616040705,0.28432013906496,2.3843620095973e-002,2.0015799665917e-004,0.38327224324946,
113.,0.61629894653386,0.34011693201925,4.2865288580887e-002,7.1980775332607e-004,-9.7488731811638e-007,0.69014486750766,0.28565292581064,2.4000760650433e-002,2.0151426153795e-004,0.38028966678506,
114.,0.61461936214914,0.34153140390932,4.3125770804899e-002,7.2431661107095e-004,-8.5347443167057e-007,0.68863985469119,0.28699752474067,2.4159793063763e-002,2.0288726980064e-004,0.37727964961696,
